fact_user_daily_activity_id,user_key,date_key,subscription_plan_key,campaign_key,is_premium,has_active_subscription,logins_count,sessions_count,minutes_watched,lessons_completed,quizzes_attempted,distinct_courses_accessed,active_days_last_30d,days_since_last_login,is_inactive_7d_flag,active_courses_count,completed_courses_total,created_at
37140,437,20251026,4,48,False,True,0,0,0,0,0,0,4,12,True,0,0,2025-11-20 19:31:33.971809
37141,753,20251026,4,35,False,True,5,6,177,0,5,1,19,4,False,1,0,2025-11-20 19:31:33.971814
37142,536,20251026,2,16,True,True,5,7,248,5,1,3,4,5,False,3,5,2025-11-20 19:31:33.971818
37143,588,20251027,2,47,False,False,1,4,251,6,0,2,19,7,False,2,6,2025-11-20 19:31:33.972015
37144,595,20251027,5,4,True,False,3,6,23,2,4,1,24,2,False,1,2,2025-11-20 19:31:33.972020
37145,416,20251027,3,48,False,True,3,8,154,5,3,1,10,6,False,1,5,2025-11-20 19:31:33.972025
37146,796,20251027,4,34,True,True,0,0,0,0,0,0,10,9,True,0,0,2025-11-20 19:31:33.972028
37147,257,20251027,2,34,False,True,5,6,23,8,1,2,1,4,False,2,8,2025-11-20 19:31:33.972032
37148,706,20251027,3,21,True,True,5,2,167,2,5,3,1,1,False,3,2,2025-11-20 19:31:33.972037
37149,354,20251027,4,43,False,True,4,5,292,9,5,3,8,2,False,3,9,2025-11-20 19:31:33.972041
37150,684,20251027,5,19,True,True,5,1,240,7,2,1,16,6,False,1,7,2025-11-20 19:31:33.972045
37151,144,20251027,5,21,False,False,1,7,113,8,2,3,29,6,False,3,8,2025-11-20 19:31:33.972050
37152,361,20251027,3,17,True,True,3,8,165,0,4,3,4,4,False,3,0,2025-11-20 19:31:33.972054
37153,453,20251027,2,31,False,False,0,0,0,0,0,0,3,26,True,0,0,2025-11-20 19:31:33.972066
37154,893,20251027,4,38,True,False,4,1,133,8,2,1,10,5,False,1,8,2025-11-20 19:31:33.972071
37155,237,20251027,2,46,True,False,3,5,67,7,1,2,19,7,False,2,7,2025-11-20 19:31:33.972075
37156,541,20251027,2,11,True,True,4,6,206,2,5,2,14,7,False,2,2,2025-11-20 19:31:33.972079
37157,149,20251027,3,47,True,True,4,6,179,2,1,3,16,2,False,3,2,2025-11-20 19:31:33.972084
37158,467,20251027,4,7,True,True,0,0,0,0,0,0,8,24,True,0,0,2025-11-20 19:31:33.972087
37159,965,20251027,4,9,False,False,0,0,0,0,0,0,12,20,True,0,0,2025-11-20 19:31:33.972089
37160,319,20251027,3,19,True,True,5,5,210,2,1,1,22,5,False,1,2,2025-11-20 19:31:33.972094
37161,364,20251027,1,6,False,True,5,5,272,9,2,2,23,6,False,2,9,2025-11-20 19:31:33.972099
37162,80,20251027,2,46,False,True,2,4,193,10,4,2,2,1,False,2,10,2025-11-20 19:31:33.972103
37163,763,20251027,4,24,True,False,2,4,188,10,3,1,2,3,False,1,10,2025-11-20 19:31:33.972122
37164,349,20251027,5,50,True,True,2,3,169,5,4,3,13,5,False,3,5,2025-11-20 19:31:33.972127
37165,807,20251027,4,44,True,False,1,3,127,10,4,2,8,1,False,2,10,2025-11-20 19:31:33.972131
37166,729,20251027,1,28,True,True,0,0,0,0,0,0,10,50,True,0,0,2025-11-20 19:31:33.972134
37167,195,20251027,1,25,True,True,0,0,0,0,0,0,5,17,True,0,0,2025-11-20 19:31:33.972137
37168,833,20251027,1,4,True,False,5,8,193,1,3,2,29,0,False,2,1,2025-11-20 19:31:33.972141
37169,551,20251027,2,24,True,True,3,1,239,8,0,2,27,0,False,2,8,2025-11-20 19:31:33.972145
37170,245,20251027,5,29,False,False,4,2,220,8,3,2,7,0,False,2,8,2025-11-20 19:31:33.972149
37171,913,20251027,1,37,False,False,1,1,30,5,2,2,27,7,False,2,5,2025-11-20 19:31:33.972153
37172,344,20251027,3,16,True,False,0,0,0,0,0,0,15,10,True,0,0,2025-11-20 19:31:33.972156
37173,464,20251027,3,36,True,True,2,7,297,4,5,1,27,3,False,1,4,2025-11-20 19:31:33.972161
37174,439,20251027,4,47,True,False,3,5,119,2,5,2,24,3,False,2,2,2025-11-20 19:31:33.972166
37175,54,20251027,4,11,False,False,3,6,112,10,4,2,30,0,False,2,10,2025-11-20 19:31:33.972170
37176,249,20251027,5,4,False,False,1,7,175,1,3,3,25,7,False,3,1,2025-11-20 19:31:33.972174
37177,382,20251027,4,48,False,False,5,6,230,0,3,3,9,4,False,3,0,2025-11-20 19:31:33.972179
37178,765,20251027,3,49,True,True,3,6,155,5,0,2,6,6,False,2,5,2025-11-20 19:31:33.972190
37179,480,20251027,1,34,True,False,5,7,265,0,1,3,19,4,False,3,0,2025-11-20 19:31:33.972195
37180,843,20251027,1,27,False,True,1,7,232,6,4,1,26,0,False,1,6,2025-11-20 19:31:33.972199
37181,433,20251027,1,5,False,False,4,8,197,2,2,3,2,0,False,3,2,2025-11-20 19:31:33.972204
37182,897,20251027,3,42,False,True,5,3,234,7,3,3,14,6,False,3,7,2025-11-20 19:31:33.972208
37183,299,20251027,4,50,True,True,3,2,296,5,0,1,22,0,False,1,5,2025-11-20 19:31:33.972214
37184,369,20251027,4,4,True,False,2,3,270,4,0,3,25,4,False,3,4,2025-11-20 19:31:33.972219
37185,904,20251027,2,24,True,True,0,0,0,0,0,0,6,12,True,0,0,2025-11-20 19:31:33.972221
37186,972,20251027,2,22,True,False,3,3,133,2,4,1,5,0,False,1,2,2025-11-20 19:31:33.972226
37187,28,20251027,4,39,True,False,2,8,124,0,4,1,27,4,False,1,0,2025-11-20 19:31:33.972230
37188,107,20251027,2,46,True,True,3,5,157,3,1,3,6,4,False,3,3,2025-11-20 19:31:33.972234
37189,152,20251027,3,31,True,True,2,5,253,9,1,1,1,2,False,1,9,2025-11-20 19:31:33.972239
37190,643,20251027,3,13,True,False,2,6,178,2,5,3,13,4,False,3,2,2025-11-20 19:31:33.972244
37191,726,20251027,2,9,False,True,3,5,34,2,5,3,6,0,False,3,2,2025-11-20 19:31:33.972248
37192,681,20251027,1,46,False,False,0,0,0,0,0,0,9,26,True,0,0,2025-11-20 19:31:33.972251
37193,536,20251027,2,25,True,True,2,5,225,6,3,3,29,5,False,3,6,2025-11-20 19:31:33.972262
37194,215,20251027,1,49,False,True,2,1,134,3,1,1,23,4,False,1,3,2025-11-20 19:31:33.972267
37195,593,20251027,5,49,False,True,3,8,113,8,0,2,8,7,False,2,8,2025-11-20 19:31:33.972271
37196,693,20251027,2,22,True,True,0,0,0,0,0,0,13,16,True,0,0,2025-11-20 19:31:33.972274
37197,192,20251027,1,48,False,True,3,5,16,10,3,1,20,7,False,1,10,2025-11-20 19:31:33.972278
37198,67,20251027,3,1,True,False,3,2,47,8,5,2,10,7,False,2,8,2025-11-20 19:31:33.972283
37199,800,20251027,3,6,False,True,4,8,177,7,2,3,16,6,False,3,7,2025-11-20 19:31:33.972287
37200,892,20251027,2,20,True,False,0,0,0,0,0,0,5,24,True,0,0,2025-11-20 19:31:33.972290
37201,838,20251027,1,19,False,False,0,0,0,0,0,0,7,28,True,0,0,2025-11-20 19:31:33.972293
37202,981,20251027,5,7,False,False,5,2,156,6,1,3,16,6,False,3,6,2025-11-20 19:31:33.972297
37203,525,20251027,2,10,False,True,0,0,0,0,0,0,13,41,True,0,0,2025-11-20 19:31:33.972300
37204,820,20251027,5,24,False,True,0,0,0,0,0,0,8,59,True,0,0,2025-11-20 19:31:33.972303
37205,89,20251027,5,3,True,True,4,3,94,1,0,1,9,1,False,1,1,2025-11-20 19:31:33.972307
37206,366,20251027,2,49,True,True,5,1,149,2,5,1,1,0,False,1,2,2025-11-20 19:31:33.972312
37207,253,20251027,4,39,True,True,2,7,81,6,2,2,23,5,False,2,6,2025-11-20 19:31:33.972316
37208,559,20251027,3,22,False,True,1,1,161,10,2,2,3,5,False,2,10,2025-11-20 19:31:33.972320
37209,573,20251027,1,13,False,False,1,1,139,9,3,1,3,5,False,1,9,2025-11-20 19:31:33.972325
37210,504,20251027,2,29,False,True,3,3,266,1,4,1,5,0,False,1,1,2025-11-20 19:31:33.972330
37211,631,20251027,5,12,False,False,0,0,0,0,0,0,1,24,True,0,0,2025-11-20 19:31:33.972332
37212,303,20251027,1,2,False,False,0,0,0,0,0,0,0,13,True,0,0,2025-11-20 19:31:33.972335
37213,365,20251027,4,13,True,False,0,0,0,0,0,0,8,18,True,0,0,2025-11-20 19:31:33.972345
37214,968,20251027,3,11,True,False,0,0,0,0,0,0,9,41,True,0,0,2025-11-20 19:31:33.972348
37215,629,20251027,1,15,False,True,5,4,148,0,3,2,9,3,False,2,0,2025-11-20 19:31:33.972352
37216,983,20251027,2,38,False,False,2,5,119,6,5,2,21,4,False,2,6,2025-11-20 19:31:33.972356
37217,252,20251027,3,14,True,True,1,1,131,8,1,2,18,7,False,2,8,2025-11-20 19:31:33.972361
37218,868,20251027,4,6,False,False,5,3,241,5,1,1,25,6,False,1,5,2025-11-20 19:31:33.972365
37219,500,20251027,5,19,True,True,2,1,108,10,4,3,29,7,False,3,10,2025-11-20 19:31:33.972369
37220,581,20251027,3,24,False,False,1,7,264,8,0,2,7,3,False,2,8,2025-11-20 19:31:33.972374
37221,984,20251027,3,8,False,False,1,1,35,6,3,1,9,7,False,1,6,2025-11-20 19:31:33.972379
37222,598,20251027,4,8,False,True,3,8,85,6,3,1,19,6,False,1,6,2025-11-20 19:31:33.972383
37223,869,20251027,2,16,False,False,2,8,22,1,4,2,4,6,False,2,1,2025-11-20 19:31:33.972388
37224,473,20251027,5,2,True,True,2,4,156,9,0,1,1,7,False,1,9,2025-11-20 19:31:33.972393
37225,106,20251027,5,2,True,False,5,6,189,4,3,2,2,0,False,2,4,2025-11-20 19:31:33.972397
37226,987,20251027,5,50,False,False,2,5,130,9,3,2,28,2,False,2,9,2025-11-20 19:31:33.972401
37227,831,20251027,4,47,False,False,4,1,284,8,2,3,17,4,False,3,8,2025-11-20 19:31:33.972406
37228,73,20251027,5,14,False,True,2,8,10,6,2,2,19,2,False,2,6,2025-11-20 19:31:33.972410
37229,158,20251027,5,39,True,True,1,8,278,1,5,2,15,5,False,2,1,2025-11-20 19:31:33.972415
37230,151,20251027,4,46,True,True,2,5,201,4,0,3,16,5,False,3,4,2025-11-20 19:31:33.972420
37231,625,20251027,3,30,True,True,0,0,0,0,0,0,5,15,True,0,0,2025-11-20 19:31:33.972422
37232,289,20251027,5,3,False,False,3,3,199,8,5,3,20,2,False,3,8,2025-11-20 19:31:33.972426
37233,639,20251027,3,21,False,False,0,0,0,0,0,0,13,34,True,0,0,2025-11-20 19:31:33.972440
37234,280,20251027,4,18,False,False,0,0,0,0,0,0,2,59,True,0,0,2025-11-20 19:31:33.972443
37235,977,20251027,5,19,False,True,0,0,0,0,0,0,13,29,True,0,0,2025-11-20 19:31:33.972446
37236,847,20251027,2,27,False,False,1,6,164,2,2,1,6,7,False,1,2,2025-11-20 19:31:33.972450
37237,937,20251027,2,38,False,False,1,3,295,8,2,2,21,2,False,2,8,2025-11-20 19:31:33.972454
37238,846,20251027,2,25,True,True,0,0,0,0,0,0,9,25,True,0,0,2025-11-20 19:31:33.972457
37239,143,20251027,5,7,False,False,4,2,224,10,5,1,13,1,False,1,10,2025-11-20 19:31:33.972462
37240,814,20251027,3,17,True,True,0,0,0,0,0,0,2,29,True,0,0,2025-11-20 19:31:33.972465
37241,878,20251027,1,11,True,True,1,2,174,5,2,2,9,2,False,2,5,2025-11-20 19:31:33.972469
37242,943,20251027,2,9,True,True,3,5,17,0,4,2,17,4,False,2,0,2025-11-20 19:31:33.972475
37243,443,20251027,3,37,False,True,3,7,198,7,2,1,23,3,False,1,7,2025-11-20 19:31:33.972486
37244,347,20251027,3,32,True,True,3,6,109,9,5,2,14,4,False,2,9,2025-11-20 19:31:33.972491
37245,750,20251027,2,33,False,False,5,3,148,4,0,2,4,5,False,2,4,2025-11-20 19:31:33.972495
37246,492,20251027,1,4,True,True,4,2,23,8,4,2,1,7,False,2,8,2025-11-20 19:31:33.972500
37247,505,20251027,3,48,True,False,1,4,165,4,2,3,10,5,False,3,4,2025-11-20 19:31:33.972504
37248,534,20251027,2,5,False,True,1,1,82,7,0,2,8,1,False,2,7,2025-11-20 19:31:33.972508
37249,616,20251027,3,11,True,False,2,2,207,0,0,2,29,7,False,2,0,2025-11-20 19:31:33.972513
37250,136,20251027,5,14,True,True,5,6,217,4,0,2,30,5,False,2,4,2025-11-20 19:31:33.972517
37251,583,20251027,2,37,True,False,4,1,292,3,0,2,6,1,False,2,3,2025-11-20 19:31:33.972522
37252,671,20251027,4,33,False,True,4,6,270,6,0,2,11,0,False,2,6,2025-11-20 19:31:33.972526
37253,24,20251027,2,25,False,True,1,8,188,9,5,3,21,0,False,3,9,2025-11-20 19:31:33.972538
37254,312,20251027,3,10,True,True,2,1,148,6,0,1,24,6,False,1,6,2025-11-20 19:31:33.972543
37255,13,20251027,5,20,True,True,0,0,0,0,0,0,12,23,True,0,0,2025-11-20 19:31:33.972545
37256,560,20251027,4,26,False,True,2,3,110,1,2,1,3,1,False,1,1,2025-11-20 19:31:33.972550
37257,20,20251027,2,30,False,True,2,4,282,6,3,3,17,5,False,3,6,2025-11-20 19:31:33.972554
37258,654,20251027,1,42,False,False,2,7,32,1,1,1,14,2,False,1,1,2025-11-20 19:31:33.972559
37259,258,20251027,4,35,False,False,5,2,251,7,2,3,10,2,False,3,7,2025-11-20 19:31:33.972563
37260,881,20251027,4,35,False,True,0,0,0,0,0,0,15,51,True,0,0,2025-11-20 19:31:33.972566
37261,724,20251027,4,43,True,True,0,0,0,0,0,0,13,43,True,0,0,2025-11-20 19:31:33.972568
37262,667,20251027,2,20,False,True,2,8,298,3,4,2,16,1,False,2,3,2025-11-20 19:31:33.972573
37263,942,20251027,5,31,False,True,5,5,157,0,1,2,5,7,False,2,0,2025-11-20 19:31:33.972578
37264,775,20251027,1,43,False,True,0,0,0,0,0,0,14,45,True,0,0,2025-11-20 19:31:33.972580
37265,730,20251027,5,48,False,True,0,0,0,0,0,0,0,13,True,0,0,2025-11-20 19:31:33.972583
37266,678,20251027,3,29,True,False,3,4,185,10,4,3,3,3,False,3,10,2025-11-20 19:31:33.972587
37267,997,20251027,1,28,False,False,2,5,29,1,2,3,21,3,False,3,1,2025-11-20 19:31:33.972591
37268,957,20251027,4,4,False,False,3,7,170,3,4,3,12,7,False,3,3,2025-11-20 19:31:33.972596
37269,203,20251027,3,35,False,False,2,1,25,8,3,2,20,4,False,2,8,2025-11-20 19:31:33.972600
37270,318,20251027,3,4,False,True,3,1,196,2,1,1,15,5,False,1,2,2025-11-20 19:31:33.972604
37271,927,20251027,4,14,True,False,1,7,156,8,3,3,25,7,False,3,8,2025-11-20 19:31:33.972609
37272,773,20251027,5,47,True,True,3,6,58,4,4,3,24,5,False,3,4,2025-11-20 19:31:33.972613
37273,703,20251027,5,37,True,True,2,3,54,7,5,2,11,0,False,2,7,2025-11-20 19:31:33.972624
37274,496,20251027,2,1,False,True,0,0,0,0,0,0,1,12,True,0,0,2025-11-20 19:31:33.972627
37275,427,20251027,2,1,True,False,5,2,197,7,1,1,28,3,False,1,7,2025-11-20 19:31:33.972631
37276,179,20251027,1,47,False,False,3,5,159,3,0,1,5,2,False,1,3,2025-11-20 19:31:33.972635
37277,712,20251027,5,9,True,False,4,4,113,5,0,3,14,6,False,3,5,2025-11-20 19:31:33.972639
37278,594,20251027,5,38,True,False,5,5,82,5,2,1,12,4,False,1,5,2025-11-20 19:31:33.972644
37279,575,20251027,3,14,False,True,5,1,122,4,4,3,5,2,False,3,4,2025-11-20 19:31:33.972648
37280,165,20251027,2,41,True,True,3,4,221,10,0,3,2,6,False,3,10,2025-11-20 19:31:33.972652
37281,915,20251027,4,47,False,True,0,0,0,0,0,0,6,34,True,0,0,2025-11-20 19:31:33.972655
37282,912,20251027,4,6,False,False,0,0,0,0,0,0,7,50,True,0,0,2025-11-20 19:31:33.972658
37283,119,20251027,5,12,True,True,0,0,0,0,0,0,15,46,True,0,0,2025-11-20 19:31:33.972661
37284,79,20251027,5,27,True,True,5,4,211,1,1,1,17,3,False,1,1,2025-11-20 19:31:33.972665
37285,899,20251027,1,32,False,False,5,4,87,4,0,2,8,3,False,2,4,2025-11-20 19:31:33.972670
37286,518,20251027,3,10,False,False,0,0,0,0,0,0,12,30,True,0,0,2025-11-20 19:31:33.972673
37287,687,20251027,4,31,True,False,0,0,0,0,0,0,6,49,True,0,0,2025-11-20 19:31:33.972675
37288,166,20251027,4,22,True,False,4,4,200,4,1,2,16,5,False,2,4,2025-11-20 19:31:33.972690
37289,705,20251027,4,1,True,False,5,6,240,4,3,3,13,7,False,3,4,2025-11-20 19:31:33.972695
37290,56,20251027,5,31,False,False,0,0,0,0,0,0,6,32,True,0,0,2025-11-20 19:31:33.972697
37291,509,20251027,5,10,True,True,3,8,222,3,5,2,16,4,False,2,3,2025-11-20 19:31:33.972702
37292,784,20251027,1,19,True,False,4,4,231,1,1,1,17,7,False,1,1,2025-11-20 19:31:33.972706
37293,123,20251027,1,32,False,True,0,0,0,0,0,0,11,24,True,0,0,2025-11-20 19:31:33.972716
37294,840,20251027,1,20,True,True,4,3,189,4,5,3,26,2,False,3,4,2025-11-20 19:31:33.972720
37295,391,20251027,1,8,False,True,4,2,173,9,4,1,1,7,False,1,9,2025-11-20 19:31:33.972725
37296,685,20251027,5,34,True,True,3,3,180,6,0,3,8,5,False,3,6,2025-11-20 19:31:33.972729
37297,542,20251027,1,48,False,True,0,0,0,0,0,0,11,39,True,0,0,2025-11-20 19:31:33.972732
37298,19,20251027,1,12,True,True,5,7,123,6,3,3,1,3,False,3,6,2025-11-20 19:31:33.972736
37299,782,20251027,4,28,True,True,1,2,219,3,5,1,2,5,False,1,3,2025-11-20 19:31:33.972740
37300,859,20251027,3,16,True,True,0,0,0,0,0,0,5,40,True,0,0,2025-11-20 19:31:33.972743
37301,823,20251027,1,19,True,False,0,0,0,0,0,0,1,12,True,0,0,2025-11-20 19:31:33.972746
37302,304,20251027,1,25,False,True,0,0,0,0,0,0,11,60,True,0,0,2025-11-20 19:31:33.972748
37303,4,20251027,4,11,False,True,0,0,0,0,0,0,0,43,True,0,0,2025-11-20 19:31:33.972751
37304,710,20251027,4,30,True,True,1,2,163,0,4,3,22,2,False,3,0,2025-11-20 19:31:33.972756
37305,511,20251027,4,32,True,False,1,2,258,6,0,1,18,6,False,1,6,2025-11-20 19:31:33.972761
37306,825,20251027,2,23,False,False,4,8,51,5,1,2,6,6,False,2,5,2025-11-20 19:31:33.972798
37307,964,20251027,2,8,True,False,4,8,180,2,5,2,3,3,False,2,2,2025-11-20 19:31:33.972814
37308,226,20251027,1,32,True,False,0,0,0,0,0,0,3,39,True,0,0,2025-11-20 19:31:33.972818
37309,374,20251027,3,15,False,False,3,7,170,7,4,2,8,3,False,2,7,2025-11-20 19:31:33.972823
37310,177,20251027,2,8,False,False,3,8,50,9,0,1,5,5,False,1,9,2025-11-20 19:31:33.972827
37311,256,20251027,3,37,True,False,1,8,86,2,0,2,23,1,False,2,2,2025-11-20 19:31:33.972832
37312,176,20251027,4,5,True,False,3,3,155,0,0,3,15,1,False,3,0,2025-11-20 19:31:33.972836
37313,378,20251027,1,21,True,True,3,7,64,9,5,3,21,2,False,3,9,2025-11-20 19:31:33.972850
37314,610,20251027,3,39,False,False,0,0,0,0,0,0,1,48,True,0,0,2025-11-20 19:31:33.972853
37315,801,20251027,3,24,False,False,0,0,0,0,0,0,13,44,True,0,0,2025-11-20 19:31:33.972856
37316,659,20251027,4,13,True,False,1,8,270,5,2,1,16,1,False,1,5,2025-11-20 19:31:33.972861
37317,445,20251027,2,47,True,True,1,4,64,9,5,1,23,1,False,1,9,2025-11-20 19:31:33.972865
37318,342,20251027,5,9,False,True,5,4,176,5,5,3,7,3,False,3,5,2025-11-20 19:31:33.972870
37319,51,20251027,3,44,False,True,3,3,190,1,3,3,1,3,False,3,1,2025-11-20 19:31:33.972874
37320,160,20251027,4,23,True,True,1,6,80,1,0,3,11,4,False,3,1,2025-11-20 19:31:33.972879
37321,772,20251027,3,13,False,True,2,5,84,0,3,1,24,6,False,1,0,2025-11-20 19:31:33.972884
37322,346,20251027,1,17,True,False,3,2,209,2,2,2,23,4,False,2,2,2025-11-20 19:31:33.972888
37323,362,20251027,4,19,True,True,1,6,241,6,4,2,6,0,False,2,6,2025-11-20 19:31:33.972905
37324,514,20251027,2,4,True,True,0,0,0,0,0,0,6,33,True,0,0,2025-11-20 19:31:33.972908
37325,606,20251027,1,40,False,True,0,0,0,0,0,0,4,56,True,0,0,2025-11-20 19:31:33.972911
37326,971,20251027,3,42,True,True,3,7,97,1,0,1,12,2,False,1,1,2025-11-20 19:31:33.972924
37327,903,20251027,5,29,False,False,1,6,120,10,2,3,20,2,False,3,10,2025-11-20 19:31:33.972929
37328,628,20251027,4,46,False,False,0,0,0,0,0,0,6,31,True,0,0,2025-11-20 19:31:33.972932
37329,385,20251027,2,47,True,False,2,7,146,9,3,2,19,0,False,2,9,2025-11-20 19:31:33.972938
37330,10,20251027,4,38,False,True,2,6,184,0,3,1,3,0,False,1,0,2025-11-20 19:31:33.972942
37331,855,20251027,4,43,True,False,1,8,43,2,2,2,2,4,False,2,2,2025-11-20 19:31:33.972947
37332,97,20251027,4,46,True,False,3,8,247,1,4,3,5,0,False,3,1,2025-11-20 19:31:33.972951
37333,241,20251027,4,48,True,True,4,4,152,6,3,2,12,1,False,2,6,2025-11-20 19:31:33.972969
37334,134,20251027,2,15,True,False,0,0,0,0,0,0,1,58,True,0,0,2025-11-20 19:31:33.972972
37335,59,20251027,3,18,True,False,0,0,0,0,0,0,8,37,True,0,0,2025-11-20 19:31:33.972975
37336,766,20251027,4,20,False,True,0,0,0,0,0,0,14,21,True,0,0,2025-11-20 19:31:33.972978
37337,32,20251027,3,21,False,False,4,7,205,4,4,1,7,3,False,1,4,2025-11-20 19:31:33.972982
37338,980,20251027,2,3,False,True,2,6,296,8,4,3,15,6,False,3,8,2025-11-20 19:31:33.972990
37339,463,20251027,4,18,False,True,1,5,152,5,3,3,16,4,False,3,5,2025-11-20 19:31:33.972995
37340,479,20251027,4,47,True,False,5,2,224,7,1,1,14,3,False,1,7,2025-11-20 19:31:33.972999
37341,761,20251027,3,2,False,False,3,7,173,10,1,3,7,7,False,3,10,2025-11-20 19:31:33.973004
37342,883,20251027,4,32,True,False,3,6,190,8,1,1,29,2,False,1,8,2025-11-20 19:31:33.973011
37343,872,20251027,5,49,False,True,0,0,0,0,0,0,4,21,True,0,0,2025-11-20 19:31:33.973021
37344,172,20251027,3,12,True,False,3,8,20,8,1,3,21,7,False,3,8,2025-11-20 19:31:33.973025
37345,584,20251027,1,5,False,False,2,2,242,10,4,2,3,6,False,2,10,2025-11-20 19:31:33.973029
37346,351,20251027,2,49,True,False,4,1,133,10,1,2,17,1,False,2,10,2025-11-20 19:31:33.973034
37347,554,20251027,3,15,True,True,5,2,167,1,5,2,6,5,False,2,1,2025-11-20 19:31:33.973038
37348,865,20251027,4,22,True,False,1,5,65,8,5,2,16,3,False,2,8,2025-11-20 19:31:33.973046
37349,604,20251027,4,22,False,True,0,0,0,0,0,0,11,17,True,0,0,2025-11-20 19:31:33.973048
37350,449,20251027,2,29,True,True,1,7,145,6,1,2,11,7,False,2,6,2025-11-20 19:31:33.973053
37351,386,20251027,5,4,True,True,4,3,45,7,3,3,23,3,False,3,7,2025-11-20 19:31:33.973062
37352,544,20251027,1,47,False,False,2,5,11,1,2,2,8,1,False,2,1,2025-11-20 19:31:33.973066
37353,244,20251027,5,30,True,True,2,1,241,6,2,3,24,5,False,3,6,2025-11-20 19:31:33.973079
37354,57,20251027,2,39,False,True,5,2,281,7,0,1,23,7,False,1,7,2025-11-20 19:31:33.973084
37355,25,20251027,1,13,False,False,0,0,0,0,0,0,6,34,True,0,0,2025-11-20 19:31:33.973087
37356,633,20251027,5,34,False,True,5,1,174,6,5,1,6,4,False,1,6,2025-11-20 19:31:33.973092
37357,290,20251027,4,44,True,True,2,3,74,8,3,3,3,2,False,3,8,2025-11-20 19:31:33.973097
37358,271,20251027,5,32,True,True,2,2,66,9,5,1,10,3,False,1,9,2025-11-20 19:31:33.973101
37359,483,20251027,1,40,False,False,0,0,0,0,0,0,4,37,True,0,0,2025-11-20 19:31:33.973104
37360,132,20251027,2,13,False,False,4,1,124,8,1,2,30,5,False,2,8,2025-11-20 19:31:33.973108
37361,621,20251027,2,16,True,False,1,5,242,3,4,2,24,7,False,2,3,2025-11-20 19:31:33.973113
37362,325,20251027,5,5,True,False,4,2,178,8,3,2,7,7,False,2,8,2025-11-20 19:31:33.973117
37363,495,20251027,5,8,True,True,5,5,198,9,2,2,25,1,False,2,9,2025-11-20 19:31:33.973122
37364,283,20251027,4,15,False,False,3,5,286,1,5,3,14,4,False,3,1,2025-11-20 19:31:33.973126
37365,540,20251027,4,23,True,True,4,1,142,8,5,2,17,6,False,2,8,2025-11-20 19:31:33.973131
37366,156,20251027,3,6,True,False,0,0,0,0,0,0,6,60,True,0,0,2025-11-20 19:31:33.973133
37367,23,20251027,3,45,False,True,3,1,97,6,2,2,12,2,False,2,6,2025-11-20 19:31:33.973138
37368,742,20251027,4,13,False,False,0,0,0,0,0,0,13,11,True,0,0,2025-11-20 19:31:33.973141
37369,700,20251027,2,30,False,True,3,8,99,8,5,1,22,2,False,1,8,2025-11-20 19:31:33.973159
37370,917,20251027,3,5,True,False,2,1,279,10,0,2,18,0,False,2,10,2025-11-20 19:31:33.973163
37371,168,20251027,5,34,True,True,0,0,0,0,0,0,8,24,True,0,0,2025-11-20 19:31:33.973166
37372,727,20251027,2,10,False,False,3,8,41,7,2,2,18,7,False,2,7,2025-11-20 19:31:33.973174
37373,677,20251027,3,48,True,False,4,5,225,3,1,1,19,7,False,1,3,2025-11-20 19:31:33.973180
37374,233,20251027,4,2,True,True,5,2,160,7,5,2,27,2,False,2,7,2025-11-20 19:31:33.973184
37375,767,20251027,3,25,True,True,5,3,174,8,1,1,15,4,False,1,8,2025-11-20 19:31:33.973192
37376,212,20251027,5,6,True,True,1,2,182,1,1,3,12,7,False,3,1,2025-11-20 19:31:33.973196
37377,570,20251027,5,32,False,True,5,8,91,3,2,2,7,1,False,2,3,2025-11-20 19:31:33.973200
37378,446,20251027,1,9,False,True,0,0,0,0,0,0,7,27,True,0,0,2025-11-20 19:31:33.973203
37379,270,20251027,4,22,True,True,0,0,0,0,0,0,3,11,True,0,0,2025-11-20 19:31:33.973206
37380,418,20251027,4,25,True,True,2,2,57,3,3,3,27,7,False,3,3,2025-11-20 19:31:33.973210
37381,503,20251027,4,20,True,False,0,0,0,0,0,0,5,52,True,0,0,2025-11-20 19:31:33.973213
37382,162,20251027,2,42,False,False,0,0,0,0,0,0,4,48,True,0,0,2025-11-20 19:31:33.973216
37383,692,20251027,3,14,False,False,0,0,0,0,0,0,9,25,True,0,0,2025-11-20 19:31:33.973228
37384,108,20251027,2,32,True,False,0,0,0,0,0,0,4,53,True,0,0,2025-11-20 19:31:33.973231
37385,895,20251027,5,30,True,True,1,6,140,6,3,1,23,2,False,1,6,2025-11-20 19:31:33.973235
37386,976,20251027,2,36,True,False,5,8,49,4,3,2,6,4,False,2,4,2025-11-20 19:31:33.973243
37387,734,20251027,1,29,True,True,3,6,73,9,2,2,22,2,False,2,9,2025-11-20 19:31:33.973247
37388,548,20251027,4,5,False,False,5,6,138,8,0,2,19,4,False,2,8,2025-11-20 19:31:33.973252
37389,562,20251027,1,8,True,False,2,5,249,2,4,3,15,2,False,3,2,2025-11-20 19:31:33.973257
37390,404,20251027,5,43,False,False,4,7,289,7,2,2,30,0,False,2,7,2025-11-20 19:31:33.973261
