activity_id,user_key,date_key,subscription_plan_key,logins_count,sessions_count,minutes_watched,lessons_completed,quizzes_attempted,distinct_courses_accessed,active_days_last_30d,days_since_last_login,is_inactive_7d_flag,is_premium,has_active_subscription
3241,650,20250827,3,2,4,97,7,2,3,21,2,False,True,False
3242,649,20250827,3,0,0,0,0,0,0,11,59,True,False,True
3243,825,20250827,1,5,7,101,4,4,3,5,0,False,False,False
3244,966,20250827,2,0,0,0,0,0,0,9,38,True,False,True
3245,630,20250827,4,1,2,274,6,0,3,1,7,False,True,True
3246,144,20250827,3,4,7,31,0,3,1,24,2,False,False,True
3247,665,20250827,1,2,6,68,9,1,3,20,6,False,False,True
3248,958,20250827,1,0,0,0,0,0,0,2,12,True,False,True
3249,53,20250827,1,5,1,89,2,4,1,22,0,False,False,False
3250,14,20250827,3,2,2,213,6,1,1,1,3,False,False,True
3251,163,20250827,4,3,6,68,2,0,2,15,5,False,True,False
3252,270,20250827,1,0,0,0,0,0,0,7,33,True,False,True
3253,819,20250827,2,4,2,206,0,2,2,16,2,False,True,False
3254,736,20250827,2,0,0,0,0,0,0,4,20,True,False,True
3255,357,20250827,5,0,0,0,0,0,0,14,38,True,True,False
3256,701,20250827,2,0,0,0,0,0,0,2,9,True,False,True
3257,83,20250827,1,2,3,102,8,2,2,18,6,False,True,False
3258,222,20250827,1,0,0,0,0,0,0,15,59,True,True,True
3259,327,20250827,5,0,0,0,0,0,0,1,38,True,False,False
3260,70,20250827,2,5,5,174,8,4,2,3,7,False,False,False
3261,129,20250827,2,0,0,0,0,0,0,10,42,True,True,True
3262,396,20250827,2,3,5,133,1,0,1,27,6,False,False,False
3263,283,20250827,3,4,2,271,8,1,2,19,3,False,False,True
3264,543,20250827,4,1,1,60,2,2,3,12,1,False,True,False
3265,143,20250827,4,0,0,0,0,0,0,0,25,True,False,False
3266,498,20250827,2,4,4,153,8,1,3,16,5,False,False,False
3267,408,20250827,3,1,3,274,7,0,3,7,6,False,True,True
3268,569,20250827,3,1,7,234,6,0,2,4,2,False,True,False
3269,904,20250827,1,5,4,21,6,5,1,14,5,False,False,False
3270,287,20250827,4,0,0,0,0,0,0,6,29,True,False,False
3271,677,20250827,5,5,2,256,5,0,3,2,0,False,False,False
3272,916,20250827,4,0,0,0,0,0,0,4,23,True,True,False
3273,108,20250827,4,4,2,229,0,0,2,20,7,False,False,False
3274,664,20250827,2,5,2,217,9,5,1,3,3,False,False,False
3275,486,20250827,5,0,0,0,0,0,0,12,23,True,False,True
3276,996,20250827,5,5,7,40,0,0,1,12,0,False,True,False
3277,74,20250827,3,0,0,0,0,0,0,12,13,True,True,True
3278,450,20250827,2,5,5,36,9,4,3,13,5,False,False,True
3279,803,20250827,1,0,0,0,0,0,0,2,43,True,False,True
3280,608,20250827,5,0,0,0,0,0,0,13,45,True,False,True
3281,592,20250827,5,3,2,62,3,0,2,9,0,False,False,False
3282,257,20250827,2,0,0,0,0,0,0,13,12,True,True,False
3283,756,20250827,1,1,4,42,8,1,1,13,2,False,False,True
3284,695,20250827,5,5,7,228,1,5,3,16,0,False,False,True
3285,9,20250827,3,3,2,94,8,1,1,16,0,False,True,False
3286,266,20250827,5,0,0,0,0,0,0,3,26,True,True,False
3287,808,20250827,5,0,0,0,0,0,0,1,40,True,False,False
3288,188,20250827,4,2,1,62,9,2,1,5,6,False,True,True
3289,807,20250827,1,3,5,60,0,1,2,15,6,False,True,True
3290,660,20250827,3,5,8,281,5,0,1,25,3,False,True,True
3291,792,20250827,4,2,7,147,9,1,2,23,6,False,False,False
3292,552,20250827,1,0,0,0,0,0,0,15,17,True,True,False
3293,812,20250827,2,0,0,0,0,0,0,12,16,True,True,True
3294,930,20250827,3,3,6,51,2,5,3,19,5,False,False,False
3295,956,20250827,3,0,0,0,0,0,0,14,24,True,False,True
3296,5,20250827,5,5,2,102,6,4,2,3,3,False,True,True
3297,503,20250827,2,2,3,16,4,4,1,10,5,False,True,False
3298,683,20250827,1,1,7,286,5,4,2,21,1,False,True,False
3299,768,20250827,3,0,0,0,0,0,0,2,28,True,False,False
3300,708,20250827,2,5,4,217,6,2,2,19,5,False,False,False
3301,760,20250827,2,5,7,175,5,0,3,14,3,False,False,False
3302,612,20250827,3,2,8,26,1,1,1,21,7,False,True,False
3303,811,20250827,2,1,7,300,4,5,2,12,2,False,True,True
3304,320,20250827,4,4,1,62,10,4,3,1,4,False,True,True
3305,399,20250827,2,0,0,0,0,0,0,4,57,True,True,True
3306,587,20250827,3,0,0,0,0,0,0,15,57,True,False,True
3307,886,20250827,3,0,0,0,0,0,0,5,33,True,True,True
3308,728,20250827,2,1,2,11,2,5,2,13,1,False,True,False
3309,547,20250827,2,0,0,0,0,0,0,10,48,True,False,True
3310,150,20250827,1,0,0,0,0,0,0,6,59,True,True,False
3311,721,20250827,5,1,6,243,0,0,2,12,0,False,False,True
3312,226,20250827,2,2,7,154,8,3,2,12,0,False,False,False
3313,900,20250827,2,3,4,105,4,4,3,5,3,False,True,False
3314,101,20250827,1,0,0,0,0,0,0,1,13,True,True,True
3315,201,20250827,3,0,0,0,0,0,0,2,45,True,True,True
3316,815,20250827,1,3,5,175,6,1,1,29,4,False,True,True
3317,85,20250827,3,3,5,127,4,3,3,17,7,False,True,False
3318,456,20250827,5,5,3,23,10,5,2,14,4,False,True,False
3319,260,20250827,2,5,2,53,4,3,1,7,6,False,True,False
3320,153,20250827,1,1,8,172,10,0,3,16,5,False,True,False
3321,215,20250827,3,4,4,246,6,5,1,9,3,False,True,True
3322,961,20250827,3,0,0,0,0,0,0,3,35,True,True,True
3323,119,20250827,1,1,5,147,8,5,3,14,3,False,False,True
3324,88,20250827,4,3,8,158,8,5,1,10,1,False,True,False
3325,312,20250827,5,1,5,249,9,2,3,6,4,False,False,True
3326,123,20250827,3,3,5,106,10,3,3,4,1,False,False,True
3327,375,20250827,5,2,6,17,9,5,3,3,4,False,False,True
3328,599,20250827,5,5,4,296,3,3,2,18,4,False,True,False
3329,533,20250827,5,2,8,266,2,0,1,18,6,False,True,False
3330,737,20250827,2,5,8,239,7,3,2,29,4,False,False,True
3331,603,20250827,4,0,0,0,0,0,0,13,16,True,True,False
3332,200,20250827,2,0,0,0,0,0,0,5,18,True,True,True
3333,87,20250827,3,2,1,37,6,1,1,27,3,False,True,False
3334,133,20250827,3,0,0,0,0,0,0,10,51,True,False,False
3335,913,20250827,5,2,3,47,2,4,2,5,3,False,False,True
3336,829,20250827,2,3,7,144,3,5,3,25,3,False,False,False
3337,17,20250827,3,0,0,0,0,0,0,1,28,True,False,True
3338,563,20250827,1,5,4,228,10,0,3,26,3,False,False,False
3339,358,20250827,4,2,1,207,3,0,2,28,6,False,True,False
3340,248,20250827,2,2,7,278,9,0,1,15,1,False,True,True
3341,349,20250827,5,0,0,0,0,0,0,13,43,True,False,False
3342,671,20250827,3,0,0,0,0,0,0,12,39,True,False,False
3343,73,20250827,3,5,6,123,2,2,2,27,5,False,False,False
3344,840,20250827,5,0,0,0,0,0,0,3,57,True,True,True
3345,762,20250827,5,1,3,67,0,0,1,9,3,False,False,True
3346,374,20250827,2,0,0,0,0,0,0,14,20,True,True,False
3347,94,20250827,5,0,0,0,0,0,0,14,13,True,False,True
3348,251,20250827,4,5,5,254,2,3,2,26,3,False,True,True
3349,269,20250827,5,4,2,149,9,0,1,17,0,False,False,True
3350,624,20250827,1,0,0,0,0,0,0,7,31,True,False,True
3351,980,20250827,4,3,2,270,7,3,3,24,6,False,False,False
3352,926,20250827,4,1,4,207,6,2,3,24,1,False,True,False
3353,837,20250827,3,0,0,0,0,0,0,0,51,True,False,True
3354,641,20250827,3,2,2,59,1,3,3,2,0,False,True,False
3355,61,20250827,2,5,7,153,8,2,2,28,5,False,False,True
3356,523,20250827,4,1,5,66,4,2,1,2,1,False,True,False
3357,975,20250827,4,0,0,0,0,0,0,9,55,True,False,True
3358,118,20250827,5,0,0,0,0,0,0,2,48,True,False,True
3359,62,20250827,1,2,3,148,0,3,1,10,5,False,True,True
3360,917,20250827,4,1,3,41,7,3,2,8,0,False,True,False
3361,499,20250827,4,0,0,0,0,0,0,13,28,True,False,True
3362,775,20250827,4,5,4,21,8,4,3,19,3,False,True,False
3363,125,20250827,4,0,0,0,0,0,0,12,50,True,False,False
3364,39,20250827,3,3,2,150,10,4,3,8,3,False,True,True
3365,232,20250827,1,1,2,245,10,1,2,9,7,False,False,True
3366,978,20250827,5,3,4,43,8,5,1,9,1,False,False,False
3367,202,20250827,4,0,0,0,0,0,0,9,38,True,True,True
3368,565,20250827,1,1,3,239,3,0,2,26,6,False,True,True
3369,761,20250827,1,1,8,41,2,0,2,1,4,False,False,True
3370,420,20250827,5,4,7,196,1,5,3,15,2,False,False,False
3371,727,20250827,3,0,0,0,0,0,0,9,17,True,False,True
3372,444,20250827,5,5,2,83,5,3,1,14,4,False,False,True
3373,336,20250827,5,4,5,66,8,5,2,7,1,False,True,False
3374,351,20250827,1,0,0,0,0,0,0,1,25,True,True,True
3375,210,20250827,5,1,1,263,10,2,1,25,5,False,False,True
3376,199,20250827,4,4,2,235,6,2,2,28,6,False,True,True
3377,31,20250827,5,0,0,0,0,0,0,15,50,True,False,True
3378,788,20250827,5,2,4,293,0,3,3,27,2,False,False,True
3379,481,20250827,1,4,8,45,2,3,3,30,0,False,True,True
3380,534,20250827,4,5,3,163,1,2,3,14,2,False,True,True
3381,576,20250827,2,3,8,278,5,2,3,2,3,False,True,False
3382,870,20250827,4,3,6,187,7,4,1,12,6,False,True,False
3383,853,20250827,3,0,0,0,0,0,0,2,9,True,False,True
3384,549,20250827,1,5,3,67,2,4,1,3,5,False,False,False
3385,7,20250827,4,1,3,236,6,3,2,17,2,False,False,True
3386,666,20250827,5,1,6,248,0,2,3,10,1,False,False,False
3387,894,20250827,1,5,2,147,3,0,1,26,6,False,True,True
3388,271,20250827,2,2,4,291,8,2,2,26,4,False,False,True
3389,186,20250827,5,4,2,96,6,2,1,13,5,False,False,True
3390,346,20250827,2,4,5,297,8,2,2,10,3,False,True,False
3391,950,20250827,3,2,5,180,5,2,2,13,6,False,True,False
3392,617,20250827,4,4,7,11,9,1,2,21,3,False,True,False
3393,697,20250827,4,3,6,191,8,5,1,28,1,False,True,True
3394,882,20250827,5,3,7,55,1,0,2,3,7,False,False,False
3395,977,20250827,3,4,8,258,4,4,1,4,2,False,True,False
3396,187,20250827,1,3,5,31,7,0,3,23,1,False,False,True
3397,394,20250827,4,0,0,0,0,0,0,8,10,True,False,True
3398,906,20250827,5,1,7,250,3,1,3,17,7,False,False,False
3399,324,20250827,2,2,2,27,7,1,2,10,2,False,True,True
3400,907,20250827,3,2,5,197,2,5,1,14,2,False,True,True
3401,786,20250827,4,3,4,189,8,4,3,4,4,False,True,False
3402,515,20250827,3,2,7,273,0,1,3,8,5,False,True,False
3403,537,20250827,3,0,0,0,0,0,0,9,34,True,False,True
3404,230,20250827,3,0,0,0,0,0,0,2,11,True,True,False
3405,548,20250827,4,3,2,154,7,2,3,14,2,False,True,True
3406,951,20250827,3,2,1,35,9,2,2,5,6,False,True,False
3407,832,20250827,3,0,0,0,0,0,0,10,40,True,True,False
3408,421,20250827,1,1,5,214,5,2,3,29,3,False,True,False
3409,974,20250827,1,4,8,112,3,2,2,16,4,False,True,False
3410,295,20250827,1,0,0,0,0,0,0,0,41,True,True,False
3411,749,20250827,2,5,2,251,5,3,3,21,4,False,False,False
3412,787,20250827,3,0,0,0,0,0,0,0,11,True,False,True
3413,952,20250827,4,4,3,94,7,0,3,17,7,False,True,True
3414,435,20250827,2,0,0,0,0,0,0,3,57,True,True,False
3415,869,20250827,5,0,0,0,0,0,0,15,16,True,False,False
3416,595,20250827,1,4,5,31,8,2,2,26,7,False,True,False
3417,397,20250827,1,2,2,137,10,5,2,7,4,False,False,False
3418,597,20250827,3,3,3,139,3,1,1,8,2,False,False,False
3419,582,20250827,4,2,1,83,6,1,3,3,5,False,True,False
3420,255,20250827,2,2,3,42,8,2,3,7,6,False,True,True
3421,263,20250827,5,2,7,50,6,5,2,14,7,False,False,True
3422,679,20250827,2,0,0,0,0,0,0,9,8,True,True,False
3423,185,20250827,4,5,6,296,7,4,3,18,5,False,True,False
3424,955,20250827,3,2,5,11,1,5,3,26,6,False,True,False
3425,189,20250827,2,2,7,206,2,5,3,13,7,False,False,False
3426,989,20250827,2,0,0,0,0,0,0,11,8,True,False,False
3427,985,20250827,5,2,4,146,5,3,1,9,4,False,True,False
3428,289,20250827,1,0,0,0,0,0,0,1,25,True,True,False
3429,850,20250827,1,1,2,49,0,1,2,18,4,False,False,False
3430,579,20250827,3,4,6,94,3,3,3,25,5,False,False,False
3431,513,20250827,5,0,0,0,0,0,0,10,50,True,True,False
3432,954,20250827,3,5,8,106,6,2,1,4,6,False,True,True
3433,234,20250827,5,3,7,228,4,3,1,1,0,False,True,True
3434,204,20250827,2,5,2,186,9,0,1,8,3,False,True,True
3435,381,20250827,5,0,0,0,0,0,0,14,40,True,True,True
3436,804,20250827,1,0,0,0,0,0,0,10,45,True,True,False
3437,10,20250827,3,0,0,0,0,0,0,6,28,True,False,True
3438,383,20250827,3,0,0,0,0,0,0,15,8,True,False,False
3439,451,20250827,3,4,1,293,7,0,2,28,2,False,True,False
3440,745,20250827,5,0,0,0,0,0,0,4,45,True,True,False
3441,306,20250827,2,5,2,85,4,5,2,26,5,False,True,False
3442,778,20250827,4,4,3,54,3,1,1,20,5,False,False,False
3443,103,20250827,4,4,7,244,8,4,2,30,0,False,False,True
3444,363,20250827,3,2,7,76,7,3,2,17,1,False,False,False
3445,823,20250827,4,3,7,299,6,5,2,1,4,False,True,True
3446,441,20250827,5,3,1,45,0,3,2,21,7,False,False,False
3447,830,20250827,1,2,8,41,7,0,1,3,6,False,True,True
3448,20,20250827,4,5,1,187,6,3,3,6,7,False,True,False
3449,227,20250827,5,0,0,0,0,0,0,8,15,True,False,True
3450,333,20250827,2,0,0,0,0,0,0,3,23,True,False,False
3451,698,20250827,4,1,7,207,8,2,2,30,1,False,False,True
3452,822,20250827,4,2,5,254,8,4,2,17,4,False,False,False
3453,901,20250827,1,0,0,0,0,0,0,10,24,True,False,True
3454,889,20250827,4,0,0,0,0,0,0,3,36,True,False,False
3455,209,20250827,4,2,6,21,2,5,1,18,1,False,False,False
3456,241,20250827,3,0,0,0,0,0,0,4,59,True,True,True
3457,564,20250827,3,5,3,20,5,5,2,17,6,False,True,False
3458,627,20250827,3,1,1,298,0,1,1,11,6,False,True,True
3459,314,20250827,1,4,2,12,9,0,3,3,5,False,False,False
3460,353,20250827,4,4,8,277,1,1,3,22,6,False,True,True
3461,436,20250827,5,2,5,112,6,5,3,15,7,False,False,True
3462,689,20250827,5,2,5,137,6,4,3,8,1,False,True,True
3463,673,20250827,2,3,2,41,9,5,2,28,5,False,False,True
3464,155,20250827,3,3,7,105,8,1,2,4,7,False,True,True
3465,156,20250827,3,0,0,0,0,0,0,5,13,True,False,False
3466,715,20250827,3,0,0,0,0,0,0,4,23,True,True,False
3467,795,20250827,3,3,8,160,5,0,3,11,0,False,False,False
3468,910,20250827,3,4,2,16,2,1,3,2,4,False,False,True
3469,409,20250827,5,1,6,211,7,3,1,25,5,False,False,False
3470,114,20250827,2,1,3,210,4,5,1,13,0,False,False,True
3471,588,20250827,3,5,8,232,9,3,3,19,6,False,True,False
3472,446,20250827,5,0,0,0,0,0,0,13,9,True,True,False
3473,268,20250827,3,5,4,285,4,3,3,20,0,False,False,True
3474,928,20250827,4,4,8,55,0,5,2,2,0,False,False,True
3475,339,20250827,4,0,0,0,0,0,0,1,23,True,True,False
3476,764,20250827,3,2,4,292,7,2,2,11,6,False,True,False
3477,864,20250827,2,3,1,165,2,3,2,24,7,False,True,False
3478,590,20250827,2,3,1,258,5,4,1,23,7,False,False,False
3479,777,20250827,3,3,1,274,2,1,2,21,0,False,False,True
3480,15,20250827,4,4,7,99,7,1,3,24,2,False,False,False
3481,418,20250827,3,5,5,191,8,0,3,29,3,False,False,True
3482,684,20250827,5,0,0,0,0,0,0,8,30,True,True,True
3483,625,20250827,4,3,6,141,5,3,1,14,1,False,False,False
3484,126,20250827,4,4,3,250,2,0,3,30,3,False,True,False
3485,810,20250827,2,1,7,174,6,0,2,13,2,False,False,False
3486,620,20250827,3,0,0,0,0,0,0,2,36,True,True,True
3487,733,20250827,2,2,8,110,3,1,2,15,5,False,False,True
3488,785,20250827,3,0,0,0,0,0,0,1,49,True,True,False
3489,131,20250827,1,1,2,243,0,1,2,1,3,False,False,True
3490,629,20250827,4,5,2,272,1,4,3,25,5,False,False,False
3491,893,20250827,2,1,3,101,5,1,2,14,6,False,True,True
3492,834,20250827,5,4,5,177,3,0,2,19,2,False,True,True
3493,482,20250827,2,2,4,80,8,5,2,16,0,False,False,True
3494,516,20250827,3,1,2,64,2,0,3,13,4,False,False,True
3495,873,20250827,4,4,6,294,2,5,3,27,6,False,True,True
3496,521,20250827,2,3,4,149,0,4,2,13,3,False,False,True
3497,957,20250827,1,0,0,0,0,0,0,14,41,True,True,False
3498,214,20250827,4,5,7,293,7,3,3,21,0,False,False,True
3499,26,20250827,5,3,5,243,1,1,3,17,0,False,False,True
3500,798,20250827,3,5,1,240,9,2,3,11,0,False,False,False
3501,939,20250827,4,3,6,186,8,4,2,14,6,False,False,False
3502,196,20250827,4,0,0,0,0,0,0,3,41,True,True,False
3503,326,20250827,1,2,1,171,5,2,3,4,6,False,True,False
3504,967,20250827,3,2,7,51,3,5,3,25,7,False,False,False
3505,541,20250827,3,0,0,0,0,0,0,8,22,True,True,False
3506,709,20250827,5,4,7,86,4,5,3,2,3,False,False,False
3507,342,20250827,3,1,4,209,7,0,1,9,2,False,False,True
3508,325,20250827,3,2,5,243,9,3,2,15,3,False,True,True
3509,740,20250827,3,1,2,29,8,2,1,19,4,False,False,False
3510,244,20250827,3,2,4,190,9,0,2,29,0,False,False,False
3511,237,20250827,1,4,1,45,3,2,2,11,3,False,False,False
3512,194,20250827,4,1,3,84,3,4,3,14,5,False,False,False
3513,861,20250827,2,2,4,80,10,3,2,4,5,False,True,False
3514,530,20250827,3,3,4,268,2,2,2,15,2,False,False,False
3515,97,20250827,2,3,6,161,5,5,2,1,7,False,True,True
3516,903,20250827,3,5,5,35,9,0,2,14,4,False,False,True
3517,100,20250827,5,5,7,237,2,1,1,4,6,False,True,False
3518,173,20250827,5,0,0,0,0,0,0,1,59,True,False,True
3519,395,20250827,4,0,0,0,0,0,0,7,45,True,True,False
3520,242,20250827,1,4,2,34,5,4,1,4,2,False,False,False
3521,605,20250827,5,4,4,122,5,0,3,12,2,False,False,False
3522,223,20250827,1,0,0,0,0,0,0,6,55,True,False,True
3523,836,20250827,5,0,0,0,0,0,0,5,20,True,True,True
3524,262,20250827,2,0,0,0,0,0,0,1,19,True,False,False
3525,793,20250827,2,3,1,95,8,3,1,24,4,False,True,True
3526,526,20250827,4,0,0,0,0,0,0,8,17,True,True,False
3527,64,20250827,3,2,7,57,7,0,2,22,1,False,True,False
3528,908,20250827,4,5,3,178,3,4,3,7,2,False,False,False
3529,474,20250827,4,0,0,0,0,0,0,13,32,True,False,True
3530,423,20250827,2,3,7,164,9,4,1,24,4,False,True,False
3531,924,20250827,2,1,8,33,9,1,2,28,6,False,False,True
3532,454,20250827,4,2,4,79,3,2,1,29,5,False,False,False
3533,570,20250827,2,0,0,0,0,0,0,13,23,True,False,False
3534,43,20250827,1,5,7,137,10,0,3,26,7,False,True,True
3535,403,20250827,1,5,1,16,2,4,3,1,3,False,False,True
3536,857,20250827,5,3,2,21,4,5,1,24,7,False,False,False
3537,272,20250827,2,2,8,140,8,5,1,2,7,False,True,True
3538,925,20250827,4,1,2,145,2,4,2,2,1,False,False,True
3539,887,20250827,1,5,2,135,1,0,3,6,5,False,False,False
3540,405,20250827,3,1,1,295,4,4,1,8,0,False,True,False
3541,606,20250827,5,4,2,56,5,4,1,16,3,False,False,True
3542,19,20250827,2,0,0,0,0,0,0,1,59,True,False,True
3543,229,20250827,5,4,2,36,8,4,2,2,3,False,True,True
3544,797,20250827,1,4,5,297,8,5,2,20,3,False,False,False
3545,998,20250827,2,1,1,39,5,0,1,26,5,False,True,False
3546,96,20250827,4,5,2,212,3,0,2,12,7,False,False,False
3547,681,20250827,3,4,1,26,6,5,2,12,3,False,False,True
3548,690,20250827,4,2,8,165,0,2,2,21,2,False,False,True
3549,483,20250827,4,3,2,196,6,0,3,1,4,False,True,False
3550,572,20250827,4,5,1,23,3,3,1,21,2,False,True,False
3551,703,20250827,2,1,3,137,2,4,1,23,4,False,False,True
3552,610,20250827,3,4,2,294,2,1,2,1,3,False,False,True
3553,225,20250827,3,0,0,0,0,0,0,6,27,True,False,True
3554,212,20250827,1,4,5,57,9,4,3,14,4,False,False,True
3555,962,20250827,2,0,0,0,0,0,0,0,8,True,True,True
3556,705,20250827,3,3,3,265,2,1,1,19,7,False,True,True
3557,391,20250827,3,5,4,36,7,5,1,6,0,False,True,True
3558,254,20250827,4,5,2,61,7,4,3,14,6,False,False,True
3559,161,20250827,1,4,1,165,5,5,3,22,0,False,True,False
3560,801,20250827,1,0,0,0,0,0,0,2,27,True,False,True
3561,539,20250827,2,1,3,38,0,3,2,29,2,False,False,True
3562,252,20250827,5,2,6,109,1,2,1,17,4,False,True,True
3563,371,20250827,2,2,5,135,9,1,2,27,5,False,True,True
3564,674,20250827,2,0,0,0,0,0,0,1,20,True,True,False
3565,315,20250827,4,4,7,102,0,1,1,10,0,False,True,True
3566,991,20250827,3,0,0,0,0,0,0,13,24,True,False,True
3567,511,20250827,2,0,0,0,0,0,0,10,56,True,False,True
3568,707,20250827,4,1,5,186,7,1,3,25,6,False,False,False
3569,368,20250827,1,3,6,141,1,0,1,20,0,False,True,True
3570,885,20250827,3,5,7,176,1,5,3,2,7,False,True,True
3571,616,20250827,4,2,6,53,3,5,1,28,5,False,True,True
3572,631,20250827,2,2,3,283,10,4,3,20,1,False,True,False
3573,856,20250827,5,2,8,211,6,4,2,7,6,False,True,True
3574,672,20250827,2,0,0,0,0,0,0,13,33,True,True,True
3575,30,20250827,5,4,7,237,2,0,3,2,0,False,True,True
3576,685,20250827,3,0,0,0,0,0,0,9,49,True,True,False
3577,443,20250827,1,2,8,287,7,5,1,1,7,False,True,False
3578,993,20250827,1,0,0,0,0,0,0,13,34,True,True,True
3579,573,20250827,5,1,4,266,1,3,1,12,7,False,False,False
3580,338,20250827,5,2,6,98,5,5,3,29,4,False,True,False
3581,184,20250827,4,5,5,102,8,2,1,12,7,False,False,False
3582,752,20250827,1,5,1,41,10,2,2,8,7,False,False,True
3583,747,20250827,1,2,5,197,3,2,2,1,2,False,True,False
3584,663,20250827,5,0,0,0,0,0,0,9,12,True,True,False
3585,546,20250827,5,0,0,0,0,0,0,15,21,True,False,False
3586,261,20250827,3,0,0,0,0,0,0,11,34,True,True,True
3587,567,20250827,4,3,7,20,1,5,3,23,2,False,True,False
3588,22,20250827,5,1,5,289,6,5,2,20,2,False,True,True
3589,694,20250827,3,5,7,50,7,1,1,29,3,False,True,False
3590,634,20250827,2,1,2,129,7,3,3,6,3,False,False,False
3591,945,20250827,4,5,2,295,1,5,3,27,3,False,False,True
3592,560,20250827,3,1,5,32,8,5,3,24,4,False,True,True
3593,718,20250827,3,3,2,158,8,3,1,9,0,False,False,False
3594,929,20250827,2,0,0,0,0,0,0,11,55,True,False,True
3595,947,20250827,4,4,8,16,9,5,3,10,3,False,True,True
3596,517,20250827,3,5,1,285,3,2,1,7,3,False,False,True
3597,247,20250827,3,5,6,190,1,1,3,22,1,False,False,True
3598,238,20250827,2,0,0,0,0,0,0,6,53,True,False,True
3599,879,20250827,2,3,7,94,8,1,1,18,1,False,True,False
3600,796,20250827,5,4,3,81,6,3,3,19,6,False,True,True
3601,973,20250827,2,1,4,140,10,4,3,29,5,False,False,True
3602,948,20250827,1,3,7,269,1,1,1,7,6,False,False,False
3603,58,20250827,5,4,8,56,10,1,3,25,6,False,True,True
3604,113,20250827,1,4,8,43,0,1,1,11,3,False,False,True
3605,361,20250827,2,0,0,0,0,0,0,0,41,True,True,False
3606,57,20250827,1,4,4,165,1,5,2,2,0,False,False,True
3607,670,20250827,5,2,2,243,6,4,1,25,1,False,False,True
3608,531,20250827,2,0,0,0,0,0,0,9,26,True,True,True
3609,348,20250827,1,1,7,172,2,1,3,9,2,False,False,False
3610,744,20250827,3,0,0,0,0,0,0,5,57,True,True,False
3611,206,20250827,3,3,7,178,8,4,3,21,0,False,False,False
3612,496,20250827,1,1,4,73,10,0,1,2,7,False,False,False
3613,717,20250827,1,4,4,111,0,1,2,9,5,False,True,True
3614,183,20250827,4,0,0,0,0,0,0,13,47,True,True,False
3615,662,20250827,5,1,7,187,9,3,3,20,1,False,False,False
3616,979,20250827,3,2,1,75,4,0,2,1,5,False,True,True
3617,509,20250827,3,1,5,98,3,3,3,18,2,False,False,True
3618,69,20250827,1,0,0,0,0,0,0,5,24,True,False,True
3619,841,20250827,5,0,0,0,0,0,0,14,54,True,False,True
3620,174,20250827,5,4,6,243,5,2,3,3,7,False,False,True
3621,93,20250827,4,0,0,0,0,0,0,8,13,True,False,False
3622,874,20250827,3,0,0,0,0,0,0,0,51,True,True,False
3623,589,20250827,2,0,0,0,0,0,0,7,15,True,True,True
3624,772,20250827,4,5,5,236,2,4,1,14,1,False,False,True
3625,253,20250827,1,2,6,233,3,1,2,14,1,False,False,True
3626,485,20250827,4,5,6,114,4,4,3,25,6,False,True,False
3627,179,20250827,5,0,0,0,0,0,0,5,13,True,False,True
3628,267,20250827,2,0,0,0,0,0,0,0,11,True,False,False
3629,344,20250827,4,4,8,286,9,0,2,9,7,False,True,True
3630,3,20250827,5,4,4,50,5,2,3,14,1,False,True,True
3631,519,20250827,3,0,0,0,0,0,0,12,52,True,False,False
3632,29,20250827,1,2,3,57,9,1,2,13,7,False,False,True
3633,820,20250827,3,0,0,0,0,0,0,12,20,True,False,False
3634,544,20250827,2,3,3,288,10,0,3,28,0,False,False,True
3635,831,20250827,4,4,2,229,2,3,2,6,2,False,True,True
3636,635,20250827,1,4,1,19,5,3,3,18,0,False,False,False
3637,558,20250827,1,3,8,90,8,0,3,27,6,False,True,False
3638,522,20250827,1,2,1,37,2,2,3,30,3,False,True,True
3639,430,20250827,3,5,2,263,4,1,2,10,4,False,True,True
3640,106,20250827,1,0,0,0,0,0,0,4,56,True,True,False
3641,107,20250827,5,0,0,0,0,0,0,3,24,True,True,False
3642,535,20250827,4,0,0,0,0,0,0,0,56,True,True,True
3643,281,20250827,2,2,8,114,2,5,1,15,2,False,False,True
3644,647,20250827,4,0,0,0,0,0,0,1,20,True,True,True
3645,765,20250827,2,2,6,80,6,1,1,20,5,False,False,False
3646,668,20250827,2,4,6,65,3,0,2,11,0,False,False,False
3647,712,20250827,5,2,5,66,0,3,3,16,6,False,True,False
3648,730,20250827,1,0,0,0,0,0,0,4,34,True,False,False
3649,585,20250827,4,3,2,124,2,5,2,16,7,False,False,False
3650,274,20250827,1,3,3,119,7,2,3,1,5,False,False,True
3651,102,20250827,1,5,7,194,2,0,3,24,6,False,True,True
3652,646,20250827,2,0,0,0,0,0,0,14,10,True,False,True
3653,23,20250827,2,0,0,0,0,0,0,5,11,True,False,True
3654,613,20250827,1,0,0,0,0,0,0,2,21,True,False,True
3655,428,20250827,4,5,4,243,2,5,3,22,4,False,True,False
3656,988,20250827,5,1,1,257,10,0,3,27,2,False,True,False
3657,658,20250827,5,3,8,193,1,5,3,3,0,False,False,False
3658,407,20250827,1,0,0,0,0,0,0,13,58,True,True,True
3659,330,20250827,4,0,0,0,0,0,0,3,39,True,True,True
3660,455,20250827,4,0,0,0,0,0,0,2,28,True,True,False
